,id,pid,ms_subclass,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,saleprice,paved_drive_Y,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,heating_GasW,heating_Grav,heating_OthW,heating_Wall,electrical_FuseF,electrical_FuseP,electrical_Mix,electrical_SBrkr,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD ,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,bsmt_exposure_2.0,bsmt_exposure_3.0,bsmt_exposure_4.0,bsmtfin_type_1_BLQ,bsmtfin_type_1_GLQ,bsmtfin_type_1_LwQ,bsmtfin_type_1_Rec,bsmtfin_type_1_Unf,total_sq_ft
10,1044,527451290,160,21.0,1680,Pave,3,Lvl,3,Inside,2,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,BrkFace,232.0,2,2,3.0,3.0,387.0,Unf,0.0,96.0,483.0,2,Y,483,504,0,987,0.0,0.0,1,1,2,1,2,4,7,0,0.0,Detchd,1971.0,Unf,1.0,264.0,3.0,3.0,0,0,0,0,0,0,0,7,2008,85400,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1953.0
11,2752,906380150,20,64.0,7488,Pave,2,Lvl,3,Inside,2,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,3,2,4.0,3.0,393.0,Unf,0.0,815.0,1208.0,4,Y,1208,0,0,1208,0.0,0.0,2,0,2,1,3,6,7,0,0.0,Attchd,2005.0,RFn,2.0,632.0,3.0,3.0,105,58,0,0,0,0,0,2,2006,183600,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3787.0
12,807,906226060,70,120.0,26400,Pave,3,Bnk,3,FR2,2,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,None,0.0,3,2,0.0,0.0,0.0,0,0.0,0.0,0.0,4,Y,1288,728,0,2016,0.0,0.0,1,0,4,1,2,7,4,1,3.0,Attchd,1900.0,Unf,2.0,576.0,3.0,3.0,0,0,0,0,0,0,0,6,2009,131000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
13,1177,533236070,160,24.0,2645,Pave,3,Lvl,3,Inside,2,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,BrkFace,456.0,3,2,4.0,3.0,813.0,Unf,0.0,147.0,960.0,4,Y,962,645,0,1607,1.0,0.0,2,1,3,1,3,7,7,0,0.0,Detchd,2000.0,Unf,2.0,480.0,3.0,3.0,169,0,0,0,0,0,0,12,2008,200000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3696.0
14,1480,907418040,20,74.0,9627,Pave,3,Lvl,3,Inside,2,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,None,0.0,3,2,4.0,3.0,24.0,Unf,0.0,1327.0,1351.0,4,Y,1361,0,0,1361,0.0,0.0,2,0,3,1,3,6,7,0,0.0,Attchd,2007.0,RFn,2.0,610.0,3.0,3.0,0,50,0,0,0,0,0,6,2008,193000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4113.0
15,324,923202105,20,93.0,10114,Pave,3,Lvl,3,Inside,2,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,None,0.0,2,2,5.0,3.0,0.0,Unf,0.0,1430.0,1430.0,4,Y,1430,0,0,1430,0.0,0.0,2,0,3,1,3,7,7,0,0.0,Attchd,2004.0,RFn,2.0,624.0,3.0,3.0,0,0,0,0,0,0,0,3,2010,173500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4290.0
16,1311,902301140,70,34.0,4571,Pave,3,Lvl,3,Inside,2,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,None,0.0,2,2,3.0,3.0,0.0,Unf,0.0,624.0,624.0,1,N,624,720,0,1344,0.0,0.0,1,0,4,1,2,7,7,0,0.0,Detchd,1916.0,Unf,3.0,513.0,2.0,2.0,0,0,96,0,0,0,0,5,2008,98000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2592.0
17,770,905101490,20,80.0,8816,Pave,3,Lvl,3,Corner,2,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,None,0.0,2,2,3.0,3.0,651.0,Unf,0.0,470.0,1121.0,2,Y,1121,0,0,1121,1.0,0.0,1,0,3,1,2,5,7,0,0.0,Detchd,1963.0,Unf,2.0,480.0,3.0,3.0,0,80,0,0,0,0,0,6,2009,139000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3443.0
18,2063,905107140,20,71.0,8197,Pave,3,Lvl,3,Inside,2,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,BrkFace,148.0,2,2,3.0,3.0,0.0,Unf,0.0,660.0,660.0,4,Y,1285,0,0,1285,0.0,0.0,1,1,3,1,2,7,7,1,3.0,Attchd,1977.0,RFn,2.0,528.0,3.0,3.0,138,0,0,0,0,0,0,4,2007,143500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2743.0
19,69,528458070,60,72.0,8640,Pave,3,Lvl,3,Inside,2,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,None,0.0,2,2,4.0,3.0,24.0,Unf,0.0,732.0,756.0,4,Y,764,783,0,1547,0.0,0.0,2,1,3,1,3,7,7,0,0.0,Attchd,2009.0,Unf,2.0,614.0,3.0,3.0,169,45,0,0,0,0,0,6,2010,215200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3273.0
20,2062,905106150,20,109.0,8724,Pave,3,Lvl,3,Inside,2,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,None,0.0,2,2,4.0,3.0,492.0,Unf,0.0,402.0,894.0,3,Y,894,0,0,894,0.0,0.0,1,0,3,1,2,5,7,1,1.0,Attchd,1968.0,Fin,2.0,450.0,3.0,3.0,0,0,0,0,0,0,0,5,2007,129000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2682.0
21,351,527131030,120,40.0,5664,Pave,2,Lvl,3,Inside,2,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CmentBd,None,0.0,3,2,4.0,3.0,1158.0,Unf,0.0,343.0,1501.0,4,Y,1659,0,0,1659,1.0,0.0,2,0,2,1,4,5,7,1,5.0,Attchd,2000.0,Fin,2.0,499.0,3.0,3.0,212,59,0,0,0,0,0,10,2009,278000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4932.0
22,2393,528142010,60,103.0,12867,Pave,2,Lvl,3,Corner,2,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CmentBd,0,0.0,3,2,5.0,3.0,0.0,Unf,0.0,1209.0,1209.0,4,Y,1209,1044,0,2253,0.0,0.0,2,1,3,1,4,8,7,1,4.0,Attchd,2005.0,Fin,2.0,575.0,3.0,3.0,243,142,0,0,0,0,0,7,2006,344133,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5056.0
23,12,527165230,20,0.0,7980,Pave,2,Lvl,3,Inside,2,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,None,0.0,2,3,4.0,3.0,935.0,Unf,0.0,233.0,1168.0,4,Y,1187,0,0,1187,1.0,0.0,2,0,3,1,2,6,7,0,0.0,Attchd,1992.0,Fin,2.0,420.0,3.0,3.0,483,21,0,0,0,0,500,3,2010,185000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4027.0
24,2339,527250040,190,100.0,34650,Pave,3,Bnk,3,Inside,2,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,None,0.0,2,2,3.0,3.0,1056.0,Unf,0.0,0.0,1056.0,2,N,1056,0,0,1056,1.0,0.0,1,0,3,1,2,5,7,0,0.0,Attchd,1955.0,Fin,2.0,572.0,3.0,3.0,264,0,0,0,0,0,0,1,2006,145000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3432.0
25,624,535104120,20,92.0,10573,Pave,2,Lvl,3,Corner,2,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,BrkFace,3.0,2,2,3.0,3.0,1312.0,Unf,0.0,141.0,1453.0,4,Y,1453,0,0,1453,1.0,0.0,2,0,3,1,2,6,7,1,3.0,Attchd,1961.0,RFn,2.0,530.0,3.0,3.0,0,49,0,0,288,0,0,4,2009,187500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4408.0
26,86,532376160,20,65.0,8450,Pave,3,Lvl,3,Inside,2,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,None,0.0,2,3,3.0,3.0,553.0,BLQ,117.0,224.0,894.0,4,Y,894,0,0,894,1.0,0.0,1,0,3,1,2,5,7,1,4.0,Detchd,1973.0,Unf,1.0,336.0,3.0,3.0,416,144,0,0,0,0,0,4,2010,138500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3242.0
27,1534,909277040,50,0.0,11700,Pave,2,HLS,3,Inside,1,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,Wd Shng,None,0.0,2,2,3.0,3.0,606.0,Unf,0.0,336.0,942.0,4,Y,1265,673,0,1938,0.0,0.0,2,0,4,1,3,7,6,1,4.0,Detchd,1937.0,Unf,1.0,240.0,3.0,3.0,0,40,0,0,0,0,0,7,2008,198000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3862.0
28,2243,911103060,190,75.0,8250,Pave,3,Lvl,3,Inside,2,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,VinylSd,None,0.0,2,3,3.0,3.0,0.0,Unf,0.0,957.0,957.0,1,N,1034,957,0,1991,0.0,0.0,2,0,4,2,2,9,7,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,133,0,0,0,0,6,2007,119600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3905.0
