id,saleprice
745,99558.03819667362
741,123253.26682565361
1611,118847.10141388513
2532,110647.82072999887
1081,246495.27336895652
1692,374247.3927654419
2520,193590.72461519018
276,117817.66750915535
1992,119561.82518607378
663,30772.686184724793
418,135503.54034044407
1733,199006.72289705463
2359,176868.66805693135
253,198636.36439868435
1518,146422.8190147914
2035,139968.9639377501
2919,64253.308623032644
1540,239416.540669851
2120,142515.91166156717
1674,167560.13416005112
256,149366.66002758406
2361,78782.7036032714
978,48577.57426193543
2280,161258.07935958356
2095,244406.1871180553
1709,322610.9546067901
2801,253173.5552079063
1246,103237.13142371178
2373,113437.2228277307
1055,287341.7383876275
2017,125913.60778564215
1099,304237.6164710503
1344,99275.5133022163
835,218918.49739460088
1117,214306.63521229476
2043,90363.607863307
2085,116826.06116909347
410,153407.83627076074
2650,127083.01831093058
2867,165165.72080779448
1668,108825.38522990979
1161,163999.6209307313
2122,178725.76015051268
2539,136456.21513205953
1047,157448.21577154286
1445,118310.68397171609
541,143247.4474767074
569,197627.85089218803
1276,118980.96287055314
918,151318.30232555978
326,171376.2963827476
1936,123966.027523214
895,73527.30944747664
257,140607.8934366554
1241,206007.67699531466
1545,129376.98337646015
1189,192451.32335998304
270,151644.00314467028
2066,210059.59909432568
693,115074.62388738617
1259,165279.5989176128
2916,160796.1525324341
2321,297556.94087591395
1977,100169.67434837297
1895,160198.5725352019
1240,171935.86529206298
85,144929.74193125404
1823,116950.40742409043
825,289823.83456497267
110,226753.31029774435
697,123631.31385239959
2297,115186.56344196759
1231,143823.8756116517
1355,130861.2533114031
968,344278.5762890354
584,235026.4825204406
1315,135304.8625334073
1606,145862.91467333958
206,115572.13392294757
1685,323249.0956589673
2016,124379.94153221883
869,209486.66808330454
2135,120300.35616501048
2346,197906.02893611416
2430,235179.4505782146
2198,77223.70765873045
2652,97686.32601498626
27,118683.88702083379
241,171211.7235895265
906,116907.46640171483
1506,117984.10228188522
2098,345257.29669302516
1435,223167.17174232192
2213,161934.2156996224
1274,142911.21006334014
743,37094.93117094785
1737,197023.94959765486
2797,294130.26790619455
2185,78083.38959790394
58,187194.79475120082
830,217918.42592650466
808,118123.62192207016
680,151013.57089591026
1153,87197.50010821037
1291,127748.22863852046
1818,177141.83973878436
2161,190227.02917592786
1883,123097.23009488545
350,322063.747146992
2473,162370.4820956774
295,176138.96687413938
293,208382.49160943925
859,115593.54315839522
288,44253.090278320014
1578,146450.54478818364
102,206659.01331946254
2831,161358.72451626696
1030,181505.58710208908
2551,138497.79189560562
1286,148440.16029549763
958,304064.45398692973
776,124982.62686035968
72,237063.5804707054
2263,252221.31153292395
1866,153150.68193006143
2876,55039.578260760754
2146,256096.26904360205
103,171528.32922481373
1500,145189.5786558818
492,190354.9987513423
167,133720.5709411148
2597,108204.68001597375
2685,97013.67951747589
1035,179189.80303396657
1220,40508.600675871596
2602,159672.00170351192
2159,208922.20419099927
695,164319.96751904674
1109,261956.78898991644
640,204969.98749814555
1652,153389.21299137548
2090,140088.0329509806
1188,204846.54447463714
2345,254766.48657900468
1059,359219.1922654174
2751,233012.31210510246
128,217873.56685679778
1523,187569.04430361837
2925,183618.35021681152
2145,309966.64973022975
1121,221907.41915904917
566,266885.2357914299
565,243945.04649697617
1331,122008.23547150567
2928,109836.78905526549
156,146776.8820102401
797,158783.28401510976
327,64062.68443685211
2859,146961.8705459293
1453,111778.08658173122
1762,330794.8231592141
1868,246482.7985987924
1760,197228.12427085824
1113,257154.04571630247
1812,192970.8739121016
117,157911.46219728328
1142,234292.3915927671
2342,363700.2876526378
927,131726.7040905729
2478,194239.56681166962
655,50991.89431487024
2064,118857.0456153322
369,245402.51224445365
2239,115458.70363060758
2732,213751.3952221349
1653,182276.14972395264
959,207728.78000931442
2395,307980.90259747766
1412,117303.45140436105
271,258509.82882146724
1484,156727.36965389177
1497,151397.44411898032
552,168872.6076987274
2,135087.2546055764
1855,307784.7146050427
4,252293.61296853237
2292,150601.80946665257
134,141319.01224350743
646,106749.95602913946
42,302776.7463726308
532,229149.99117130786
713,71417.96522527747
2561,136152.8712858595
2360,132989.95606175065
1333,114110.69316717237
1407,245172.96306805685
2892,288411.3725050781
574,235389.80836023204
1227,197675.73208601214
2591,243246.1548026055
1476,234770.75027839094
1125,285052.9710813947
1446,131973.13898293115
408,116133.42395795882
1101,301099.5988132972
2251,192843.57387061045
373,215986.81049195863
2554,113753.29066571966
2382,271895.24323505536
1985,66755.30844576657
519,237312.23662576266
1093,215205.15684935264
864,252010.0011775028
2889,151429.25419583544
2308,208460.93430790678
986,177846.88799982518
1302,149316.25645186752
585,168245.3945348803
2708,150358.0645476561
147,126526.71951237135
1441,233193.86702447198
383,194094.27816812694
285,148004.3556782473
181,102540.00342636183
358,177540.04477780312
780,167267.3408799488
258,204331.52458724566
1865,241459.85835824348
692,125798.16151544452
2902,324717.03269255534
508,270626.6276917625
2638,146546.10299578868
36,145630.24099419825
611,177313.1146565061
2281,120629.68954252265
1678,112995.06000270881
1696,385503.7420876976
1557,70832.42390284501
2180,157050.90448568203
1726,215460.27081015147
951,148095.93655017205
267,229776.25908570364
2706,132094.32456335612
2221,245658.5514998678
1357,168989.70622834936
2901,310028.09806248173
347,190972.51708345488
2164,206770.32409489527
1586,306399.0667065587
360,166609.7154434286
1769,244392.76850824617
2617,202737.38504232652
1879,117750.32037023827
991,215958.5792410206
1535,104898.6852080021
1191,132299.72128528543
1579,210027.50133931823
1882,-90016.26412010565
1510,115990.73401345126
2196,141548.09765536338
1845,175084.94370128587
2336,348984.3450676389
942,80526.25637695193
861,114405.74220411666
2555,94881.31835481897
1392,155644.42763696797
2099,270454.1592734251
1543,131526.96408721432
948,289612.4770925585
1239,202600.93995161168
22,189977.9921693094
2796,248967.18459223583
2747,187557.73908209242
92,302117.6689166557
210,168884.37790515833
1858,218711.9076242745
2228,187007.77634167485
447,222878.51901337504
827,252531.98992839642
1649,248698.3085463494
682,124919.94948047586
2698,113973.11151291244
494,186168.94839189947
214,89138.74207081087
2441,253252.4879285749
2679,102615.15814526007
1336,117222.84020384215
465,200746.4324949626
1524,151370.5131159611
2543,119424.85990329832
631,142863.08934616484
2452,308680.396736376
228,178491.16459784284
126,169466.3740620874
1092,224906.89978846163
1122,196135.9792009089
932,220722.98893711902
1980,73025.36588438414
2171,103465.84567872621
551,168332.7501886133
2768,180828.47535555996
2056,99806.8992892094
1159,346241.1430180073
2645,86796.58431261219
1174,178303.96939739212
2266,220832.57348171063
2462,360081.78428625874
1219,140389.4806035217
2922,172881.82407021523
118,148464.09662484936
474,174410.94155407324
2576,158552.85124252364
872,274946.86501801945
1077,216163.24514014274
1536,155976.19984549657
1150,114836.77937274612
2341,312299.24223804474
1931,134046.3800099492
2785,111428.31674994342
2538,124205.0858399719
597,240548.4286112357
464,192583.55802117288
233,244756.7580421511
2169,125877.13872288167
2123,176178.40238206275
1867,199134.13331438974
137,273687.3915382121
515,238580.58459020406
933,127156.12097783387
2784,187895.02569533698
972,172231.6021813657
599,187373.3689472545
2614,137785.2586068418
2582,136144.2092094086
1409,175026.50063223206
175,71181.69296629354
352,219993.77867305838
976,65703.095667677
2134,211483.11017407104
984,119238.57255934551
2396,324871.47584463656
1673,160731.72667539679
404,134988.12942078896
607,185544.8035109155
814,163300.35452279262
868,196220.28628681786
2271,189971.899125034
1633,219782.11987137608
337,168141.59593844414
2765,193688.62324568257
1746,259356.48702192865
368,306012.2657630313
2806,215119.5973537229
1662,201173.86230163835
1234,220810.6444589831
1373,119418.18121448904
1672,103369.74277205393
1939,117224.70063024387
